μ_R₀,σ_R₀,μ_k,σ_k,μ_δ,σ_δ,μ_πv,σ_πv,μ_c,σ_c,κ
8.0,0.5,4.0,0.0,1.3,0.15,3.0,0.25,10.0,0.0,0.5
